studentId,name,department,address,phoneNumber
361,David Jones,Civil Engineering,"315 Maple St, Franklin, NY",409-262-1186
362,Emily Smith,Mechanical Engineering,"488 Pine St, Greenville, FL",344-732-5017
363,Laura Taylor,Chemical Engineering,"939 High St, Riverside, TX",492-338-1800
364,Sarah Taylor,Physics,"158 Birch St, Franklin, TX",459-809-1761
365,Alex Taylor,Chemical Engineering,"866 Pine St, Springfield, IL",207-984-5718
366,Katie Jones,Electrical Engineering,"55 Walnut St, Franklin, FL",479-389-6717
367,Jane Miller,Biotechnology,"415 Walnut St, Fairview, TX",306-995-7949
368,Emily Taylor,Biotechnology,"222 High St, Riverside, TX",142-666-5619
369,David Jones,Physics,"917 Park Ave, Greenville, NY",122-975-7520
370,Emily Johnson,Physics,"907 Oak St, Greenville, CA",627-269-8168
371,Chris Moore,Mechanical Engineering,"414 Birch St, Franklin, NY",397-141-8193
372,David Smith,Chemistry,"240 Birch St, Franklin, NY",381-720-8269
373,Jane Moore,Electrical Engineering,"206 Pine St, Riverside, NY",972-874-3845
374,Alex Johnson,Electrical Engineering,"648 Maple St, Springfield, CA",549-650-3419
375,David Smith,Chemistry,"622 Elm St, Riverside, FL",738-905-5584
376,David Wilson,Economics,"146 Elm St, Franklin, FL",266-415-8139
377,Jane Williams,Mechanical Engineering,"401 Oak St, Franklin, IL",229-246-2554
378,Alex Jones,Chemistry,"13 Main St, Greenville, IL",747-429-9212
379,Chris Jones,Biotechnology,"396 Park Ave, Franklin, NY",722-808-2978
380,Jane Jones,Economics,"611 Walnut St, Franklin, IL",363-527-9928
381,Sarah Davis,Electrical Engineering,"736 High St, Fairview, NY",970-670-5919
382,Michael Jones,Mathematics,"659 Cedar St, Riverside, FL",650-909-7766
383,Chris Davis,Economics,"349 High St, Springfield, CA",302-115-9511
384,Katie Jones,Chemistry,"626 Main St, Franklin, IL",359-374-3060
385,Chris Moore,Economics,"91 Pine St, Riverside, TX",221-938-5641
386,Emily Smith,Physics,"796 Cedar St, Riverside, NY",893-735-9608
387,Alex Smith,Chemistry,"703 Oak St, Riverside, FL",926-255-6740
388,Sarah Davis,Physics,"826 Main St, Fairview, TX",399-716-3463
389,Laura Davis,Physics,"186 Maple St, Fairview, TX",478-211-6107
390,Alex Wilson,Economics,"926 Pine St, Springfield, TX",192-156-1473
391,Jane Smith,Chemistry,"339 Elm St, Franklin, IL",757-677-7792
392,David Brown,Physics,"481 Cedar St, Fairview, CA",576-886-1763
393,Alex Williams,Computer Science,"624 Cedar St, Riverside, FL",589-976-3945
394,Chris Moore,Computer Science,"646 Birch St, Springfield, FL",527-211-9708
395,Laura Miller,Electrical Engineering,"275 Birch St, Greenville, NY",972-214-2782
396,Alex Smith,Mathematics,"531 Park Ave, Riverside, IL",696-388-1634
397,John Wilson,Electrical Engineering,"85 Maple St, Greenville, CA",640-664-2242
398,Chris Davis,Chemical Engineering,"91 Main St, Springfield, IL",410-399-7546
399,Sarah Moore,Civil Engineering,"547 Birch St, Franklin, TX",277-932-5746
400,Emily Davis,Computer Science,"625 Park Ave, Greenville, CA",386-357-5480
401,John Williams,Electrical Engineering,"462 Elm St, Fairview, NY",196-402-4069
402,Sarah Williams,Electrical Engineering,"877 Elm St, Springfield, NY",379-904-3546
403,John Moore,Mechanical Engineering,"412 Birch St, Franklin, NY",102-620-1544
404,Laura Taylor,Physics,"720 Walnut St, Franklin, TX",980-430-4875
405,Katie Wilson,Physics,"366 Main St, Springfield, FL",472-857-1321
406,Michael Smith,Biotechnology,"70 Walnut St, Fairview, TX",647-986-4322
407,Sarah Miller,Computer Science,"903 Pine St, Riverside, TX",759-643-5537
408,Laura Miller,Chemistry,"941 Main St, Springfield, FL",908-666-8090
409,Katie Smith,Economics,"172 Park Ave, Springfield, IL",418-918-8110
410,Michael Johnson,Chemistry,"442 Elm St, Riverside, TX",326-376-4741
411,David Jones,Mathematics,"739 Maple St, Springfield, NY",909-584-3807
412,Sarah Smith,Chemistry,"536 Main St, Riverside, FL",970-724-4700
413,Chris Taylor,Physics,"295 Main St, Greenville, NY",801-923-3752
414,Chris Wilson,Physics,"468 Main St, Springfield, TX",400-336-1873
415,Emily Miller,Mathematics,"895 Cedar St, Fairview, FL",793-957-1743
416,Katie Jones,Computer Science,"841 Maple St, Fairview, FL",169-478-3187
417,Emily Miller,Biotechnology,"487 Main St, Franklin, IL",988-632-1603
418,John Miller,Biotechnology,"725 Pine St, Franklin, FL",984-719-3246
419,Chris Williams,Biotechnology,"449 Cedar St, Riverside, CA",964-840-6664
420,Katie Johnson,Computer Science,"390 High St, Greenville, TX",599-746-7140
421,David Wilson,Chemical Engineering,"125 Oak St, Greenville, FL",880-357-6882
422,Emily Miller,Electrical Engineering,"338 High St, Springfield, NY",700-742-5387
423,Michael Williams,Mechanical Engineering,"190 Elm St, Fairview, FL",880-197-2841
424,Katie Taylor,Economics,"202 Main St, Springfield, NY",335-983-8314
425,Michael Johnson,Physics,"884 Main St, Franklin, FL",964-670-6843
426,Sarah Davis,Economics,"150 Birch St, Franklin, TX",841-472-3244
427,Michael Davis,Chemistry,"503 Maple St, Greenville, IL",251-387-8806
428,John Smith,Mathematics,"62 High St, Springfield, TX",596-210-3435
429,Jane Johnson,Computer Science,"281 Main St, Springfield, TX",933-930-1982
430,John Brown,Civil Engineering,"995 Oak St, Fairview, TX",548-761-3721
431,Emily Moore,Mechanical Engineering,"716 Park Ave, Riverside, NY",186-492-7360
432,Katie Taylor,Biotechnology,"520 Park Ave, Riverside, IL",332-729-1156
433,David Brown,Chemistry,"330 Maple St, Greenville, CA",959-826-2799
434,Emily Williams,Mechanical Engineering,"776 High St, Riverside, TX",398-825-3099
435,Michael Miller,Economics,"53 Maple St, Riverside, CA",247-554-4881
436,Michael Moore,Chemical Engineering,"36 Oak St, Fairview, IL",985-451-8571
437,Jane Moore,Civil Engineering,"914 Park Ave, Fairview, NY",662-481-7867
438,Jane Williams,Mathematics,"933 Maple St, Springfield, CA",593-672-1727
439,Katie Moore,Mechanical Engineering,"419 Main St, Fairview, IL",530-416-6952
440,Chris Miller,Mathematics,"93 Main St, Riverside, CA",948-322-2776
441,David Jones,Computer Science,"439 Main St, Springfield, IL",657-122-5012
442,Laura Johnson,Civil Engineering,"557 High St, Springfield, TX",119-906-3515
443,Michael Johnson,Mathematics,"428 Elm St, Franklin, FL",633-118-3633
444,Jane Davis,Biotechnology,"346 Park Ave, Riverside, TX",120-807-6485
445,Emily Johnson,Computer Science,"168 Main St, Springfield, FL",899-494-1022
446,David Davis,Chemistry,"20 Elm St, Franklin, FL",293-942-6594
447,Sarah Moore,Chemistry,"572 Elm St, Springfield, TX",639-791-4153
448,Jane Davis,Computer Science,"858 Oak St, Springfield, IL",409-916-6771
449,Sarah Davis,Mathematics,"199 Maple St, Springfield, CA",441-244-4100
450,Alex Wilson,Computer Science,"367 High St, Greenville, NY",454-123-3405
451,Emily Smith,Civil Engineering,"683 Elm St, Riverside, NY",111-935-4113
452,Chris Taylor,Computer Science,"158 Maple St, Franklin, FL",778-820-7070
453,John Smith,Chemical Engineering,"238 Pine St, Riverside, NY",201-701-8191
454,John Moore,Physics,"125 Pine St, Springfield, IL",774-762-9515
455,Katie Williams,Civil Engineering,"100 Elm St, Franklin, CA",722-547-8472
456,Laura Smith,Chemical Engineering,"932 Main St, Fairview, CA",543-447-3960
457,Emily Davis,Civil Engineering,"947 Maple St, Fairview, CA",900-259-7484
458,Sarah Moore,Civil Engineering,"883 Main St, Franklin, FL",680-859-3829
459,Alex Jones,Electrical Engineering,"926 Birch St, Franklin, TX",280-908-7136
460,Alex Davis,Biotechnology,"261 Elm St, Greenville, TX",471-908-6777
461,Michael Davis,Electrical Engineering,"816 Elm St, Springfield, IL",455-253-2931
462,Katie Jones,Chemistry,"985 Pine St, Franklin, IL",107-907-3225
463,Michael Wilson,Mechanical Engineering,"925 Birch St, Franklin, NY",825-367-5926
464,Alex Wilson,Chemical Engineering,"920 Elm St, Fairview, FL",811-866-3553
465,Emily Brown,Chemistry,"516 Birch St, Springfield, TX",333-279-6870
466,Jane Miller,Chemical Engineering,"181 Main St, Springfield, CA",211-617-7824
467,Emily Williams,Chemistry,"191 Birch St, Greenville, CA",223-439-7813
468,Chris Davis,Mechanical Engineering,"239 Main St, Springfield, IL",284-897-7233
469,Sarah Williams,Biotechnology,"980 Pine St, Springfield, IL",363-677-6097
470,Katie Williams,Physics,"448 Cedar St, Fairview, TX",529-973-1000
471,David Moore,Economics,"197 Pine St, Springfield, CA",714-260-6212
472,Sarah Johnson,Chemistry,"434 Elm St, Greenville, IL",997-667-9941
473,Sarah Miller,Economics,"149 Maple St, Riverside, CA",698-647-4784
474,Emily Wilson,Economics,"650 Main St, Riverside, NY",445-375-9354
475,Chris Jones,Electrical Engineering,"81 Pine St, Fairview, NY",326-801-7528
476,Laura Johnson,Economics,"264 Maple St, Fairview, NY",664-511-8277
477,John Williams,Mechanical Engineering,"781 Birch St, Riverside, TX",683-787-2760
478,David Moore,Physics,"969 Cedar St, Riverside, NY",781-453-9378
479,Emily Smith,Mathematics,"634 Walnut St, Fairview, IL",639-148-2139
480,Emily Miller,Economics,"797 Maple St, Springfield, IL",653-684-7495
481,Sarah Brown,Electrical Engineering,"513 Park Ave, Riverside, IL",950-599-6937
482,Michael Taylor,Mathematics,"119 High St, Springfield, NY",701-589-2926
483,Chris Smith,Mathematics,"912 Maple St, Springfield, IL",157-325-9603
484,John Williams,Physics,"828 Park Ave, Riverside, TX",444-134-6359
485,Emily Williams,Mathematics,"517 Elm St, Franklin, CA",938-180-5711
486,David Brown,Physics,"27 Walnut St, Riverside, IL",121-368-2478
487,Laura Davis,Computer Science,"603 High St, Riverside, IL",655-372-6117
488,Katie Johnson,Computer Science,"1 Walnut St, Springfield, CA",305-959-9657
489,John Smith,Economics,"667 Elm St, Fairview, NY",677-413-9978
490,John Smith,Computer Science,"176 Main St, Franklin, CA",420-790-2333
491,David Smith,Computer Science,"365 Walnut St, Greenville, TX",835-270-1616
492,Katie Moore,Physics,"937 Park Ave, Fairview, FL",463-231-5629
493,Chris Johnson,Civil Engineering,"734 Maple St, Franklin, CA",259-817-2090
494,Laura Smith,Electrical Engineering,"68 Maple St, Fairview, FL",445-201-9658
495,Emily Brown,Civil Engineering,"696 High St, Greenville, FL",648-206-7755
496,Alex Johnson,Physics,"447 Birch St, Fairview, TX",284-880-8187
497,Emily Miller,Computer Science,"594 Oak St, Springfield, IL",745-462-2722
498,Michael Johnson,Computer Science,"135 Oak St, Riverside, FL",921-926-6372
499,David Jones,Civil Engineering,"910 Main St, Springfield, FL",865-259-1112
500,John Miller,Mathematics,"283 Elm St, Riverside, TX",150-855-5571
501,Emily Miller,Mathematics,"930 Maple St, Fairview, FL",447-524-4088
502,Sarah Moore,Civil Engineering,"877 Walnut St, Franklin, CA",913-786-7483
503,Laura Wilson,Mechanical Engineering,"740 Pine St, Springfield, CA",545-329-9892
504,David Brown,Economics,"654 Main St, Riverside, FL",108-725-3893
505,Jane Johnson,Chemistry,"234 High St, Springfield, CA",624-959-9036
506,Emily Taylor,Economics,"581 Pine St, Springfield, CA",787-191-5924
507,Alex Brown,Computer Science,"341 Walnut St, Riverside, TX",413-108-6791
508,Alex Williams,Civil Engineering,"440 Main St, Franklin, TX",334-632-4852
509,Sarah Smith,Physics,"914 Main St, Fairview, CA",877-173-3610
510,Sarah Johnson,Civil Engineering,"584 Elm St, Greenville, IL",972-973-1863
511,John Davis,Biotechnology,"201 Main St, Franklin, CA",158-640-7439
512,Laura Johnson,Mathematics,"405 Oak St, Riverside, FL",768-742-9937
513,John Smith,Mechanical Engineering,"875 Main St, Fairview, IL",136-352-2087
514,John Smith,Physics,"745 Maple St, Fairview, FL",905-192-9524
515,Jane Williams,Electrical Engineering,"929 Walnut St, Riverside, CA",186-126-2395
516,Sarah Miller,Physics,"487 Oak St, Greenville, CA",751-940-9152
517,Michael Wilson,Economics,"552 Walnut St, Fairview, FL",955-963-2928
518,Emily Moore,Electrical Engineering,"418 High St, Greenville, FL",303-962-1157
519,Laura Davis,Computer Science,"607 Walnut St, Greenville, FL",598-419-8467
520,Sarah Moore,Economics,"736 Cedar St, Fairview, CA",385-947-1744
521,Chris Smith,Physics,"503 Oak St, Springfield, FL",913-757-1766
522,Laura Johnson,Physics,"347 Elm St, Fairview, TX",468-708-7230
523,Alex Davis,Biotechnology,"760 High St, Fairview, CA",550-693-7732
524,Sarah Brown,Civil Engineering,"577 Birch St, Riverside, IL",836-378-7082
525,David Miller,Chemistry,"913 Oak St, Riverside, CA",274-942-5538
526,John Jones,Biotechnology,"734 Main St, Greenville, NY",673-252-7521
527,Katie Wilson,Computer Science,"875 Elm St, Greenville, FL",542-137-5028
528,Jane Wilson,Electrical Engineering,"402 Park Ave, Fairview, CA",330-356-1608
529,Emily Miller,Biotechnology,"830 Birch St, Springfield, FL",678-641-3980
530,Chris Miller,Biotechnology,"178 Oak St, Riverside, CA",637-430-8471
531,John Moore,Biotechnology,"789 Park Ave, Springfield, NY",362-934-9809
532,Emily Johnson,Chemistry,"763 Birch St, Fairview, FL",656-907-1120
533,Laura Moore,Computer Science,"30 Park Ave, Fairview, CA",848-767-9994
534,Laura Davis,Civil Engineering,"830 Birch St, Springfield, TX",390-839-2762
535,Chris Jones,Electrical Engineering,"981 Main St, Fairview, NY",175-755-2538
536,Jane Davis,Physics,"763 Main St, Fairview, TX",742-167-1005
537,Chris Jones,Economics,"112 Birch St, Fairview, TX",865-993-9509
538,Katie Taylor,Computer Science,"247 Elm St, Greenville, FL",255-603-8754
539,Katie Johnson,Electrical Engineering,"475 Birch St, Greenville, FL",841-351-8187
540,Chris Miller,Chemistry,"210 Park Ave, Springfield, FL",417-795-2174
541,Katie Jones,Physics,"240 Oak St, Springfield, NY",149-357-2211
542,Michael Williams,Biotechnology,"738 Park Ave, Riverside, NY",620-101-2415
543,Michael Moore,Physics,"578 Pine St, Greenville, IL",156-599-1012
544,John Brown,Civil Engineering,"451 Elm St, Springfield, CA",689-543-3533
545,Katie Williams,Chemical Engineering,"895 Elm St, Springfield, NY",779-682-2535
546,Chris Taylor,Mechanical Engineering,"360 Cedar St, Franklin, IL",406-543-6056
547,David Davis,Physics,"987 Oak St, Greenville, CA",750-756-2543
548,Jane Smith,Physics,"539 High St, Franklin, CA",685-145-7950
549,Michael Brown,Biotechnology,"830 Pine St, Fairview, NY",880-121-2786
550,Sarah Smith,Chemical Engineering,"931 Birch St, Springfield, NY",572-574-2312
551,Laura Taylor,Mathematics,"77 Pine St, Franklin, CA",849-809-7584
552,John Johnson,Civil Engineering,"104 Elm St, Riverside, IL",753-815-7555
553,Sarah Miller,Physics,"723 Main St, Franklin, TX",456-912-3963
554,Michael Taylor,Electrical Engineering,"939 Main St, Franklin, CA",562-418-4874
555,Chris Williams,Physics,"856 High St, Greenville, CA",608-247-6501
556,Michael Wilson,Chemical Engineering,"377 Walnut St, Springfield, CA",687-399-9783
557,Sarah Johnson,Electrical Engineering,"64 Pine St, Riverside, FL",219-704-5944
558,Laura Moore,Computer Science,"865 Birch St, Fairview, NY",737-292-9964
559,Katie Taylor,Civil Engineering,"272 Oak St, Fairview, FL",238-757-7821
560,Michael Miller,Civil Engineering,"931 Main St, Greenville, IL",616-550-3938
561,Chris Wilson,Economics,"888 Walnut St, Franklin, FL",797-892-7828
562,John Taylor,Chemical Engineering,"855 Walnut St, Riverside, FL",298-985-9620
563,John Brown,Chemistry,"949 Main St, Springfield, IL",939-835-8393
564,Jane Williams,Mechanical Engineering,"5 Oak St, Greenville, IL",875-623-2172
565,Laura Johnson,Biotechnology,"856 Pine St, Riverside, TX",370-761-1979
566,Jane Miller,Chemical Engineering,"825 Main St, Franklin, NY",178-851-9598
567,David Moore,Chemical Engineering,"41 Elm St, Springfield, FL",110-515-9918
568,Alex Jones,Economics,"196 Elm St, Greenville, FL",885-768-7752
569,Jane Brown,Mathematics,"819 Pine St, Franklin, FL",224-360-6598
570,John Davis,Computer Science,"939 Birch St, Springfield, FL",670-872-1290
571,Laura Wilson,Biotechnology,"648 Park Ave, Springfield, IL",984-364-6474
572,John Moore,Mathematics,"861 Park Ave, Franklin, IL",588-877-8537
573,John Wilson,Electrical Engineering,"689 Pine St, Fairview, TX",296-488-6480
574,Laura Williams,Chemical Engineering,"23 Maple St, Fairview, FL",818-282-7810
575,Alex Moore,Electrical Engineering,"871 Pine St, Springfield, FL",865-851-9758
576,Katie Williams,Mechanical Engineering,"905 Oak St, Greenville, NY",765-321-1854
577,Alex Moore,Civil Engineering,"111 Oak St, Franklin, CA",422-321-8190
578,Michael Davis,Biotechnology,"971 Pine St, Greenville, CA",821-701-5137
579,Katie Williams,Economics,"569 Maple St, Riverside, TX",925-919-1121
580,Jane Moore,Economics,"388 Pine St, Springfield, NY",563-551-4120
581,Jane Smith,Mathematics,"653 Elm St, Greenville, IL",129-645-8108
582,Chris Miller,Mathematics,"463 Maple St, Riverside, FL",513-138-6087
583,Chris Wilson,Chemical Engineering,"66 Walnut St, Fairview, TX",527-819-5105
584,John Williams,Mechanical Engineering,"23 High St, Franklin, IL",978-369-2563
585,Chris Wilson,Economics,"285 Oak St, Springfield, FL",831-183-7822
586,Chris Moore,Economics,"915 Walnut St, Riverside, TX",772-919-5068
587,David Brown,Mathematics,"976 Maple St, Springfield, CA",127-752-6135
588,Laura Johnson,Economics,"520 Birch St, Riverside, NY",661-371-1239
589,Emily Taylor,Economics,"408 Maple St, Fairview, CA",637-328-9702
590,Jane Smith,Chemical Engineering,"892 Birch St, Riverside, TX",922-442-9198
591,David Williams,Mechanical Engineering,"950 Oak St, Franklin, CA",258-435-1493
592,Laura Williams,Biotechnology,"186 Pine St, Fairview, FL",617-207-3536
593,Jane Davis,Civil Engineering,"857 Park Ave, Fairview, IL",316-438-4430
594,Alex Wilson,Civil Engineering,"283 Maple St, Fairview, IL",467-562-5575
595,Emily Jones,Chemical Engineering,"302 Oak St, Riverside, IL",331-218-2723
596,John Johnson,Chemistry,"868 High St, Fairview, IL",576-446-9360
597,David Wilson,Mathematics,"710 Maple St, Greenville, FL",827-571-2823
598,Katie Davis,Physics,"179 High St, Riverside, IL",146-755-3624
599,Sarah Davis,Civil Engineering,"550 Oak St, Riverside, TX",736-709-3261
600,Jane Williams,Chemistry,"915 Cedar St, Fairview, CA",104-520-3281
601,David Wilson,Chemical Engineering,"873 Birch St, Springfield, CA",465-259-7635
602,John Brown,Chemical Engineering,"745 Pine St, Riverside, CA",270-241-8479
603,Michael Brown,Chemistry,"916 Park Ave, Franklin, FL",239-810-4617
604,Alex Taylor,Biotechnology,"628 Birch St, Greenville, CA",275-193-7648
605,Jane Davis,Economics,"586 Elm St, Riverside, FL",297-959-4126
606,John Williams,Chemistry,"377 Main St, Fairview, NY",983-396-4528
607,Alex Williams,Economics,"943 Elm St, Franklin, TX",980-181-8862
